id,lon,lat,taxonomy,number,night,structural,ADM2,ADM3,ADM4,desaID,use
HOSP_12,106.1550326,-6.121375943,CR_LFM-DUL_H:3,2,29.17,1575026,Kota Serang,Serang,Cipare,Kota Serang_Serang_Cipare,hospital
HOSP_13,106.1602991,-6.129814109,CR_LFM-DUM_H:3,3,54.5,6717355,Kota Serang,Serang,Kotabaru,Kota Serang_Serang_Kotabaru,hospital
HOSP_14,106.1308909,-6.111129097,CR_LFM-DUM_H:2,3,13.5,408589,Kota Serang,Serang,Lontarbaru,Kota Serang_Serang_Lontarbaru,hospital
HOSP_15,106.1503665,-6.121666023,CR_LFM-DUL_H:3,2,34.17,775079,Kota Serang,Serang,Serang,Kota Serang_Serang_Serang,hospital
HOSP_16,106.1964465,-6.122325739,CR_LFM-DUM_H:2,3,94.5,5025646,Kota Serang,Serang,Sumurpecung,Kota Serang_Serang_Sumurpecung,hospital
HOSP_17,106.1266576,-6.1055619,CR_LFM-DUM_H:1,3,21,951548,Kota Serang,Taktakan,Drangong,Kota Serang_Taktakan_Drangong,hospital
HOSP_18,106.1378081,-6.097649194,CR_LFM-DUL_H:2,2,26.17,421161,Kota Serang,Taktakan,Drangong,Kota Serang_Taktakan_Drangong,hospital
HOSP_19,106.6647621,-6.1418136,CR_LFM-DUM_H:2,3,22,1003417,Kota Tangerang,Benda,Belendung,Kota Tangerang_Benda_Belendung,hospital
HOSP_20,106.592998,-6.1966692,CR_LFM-DUM_H:3,3,85,2536203,Kota Tangerang,Cibodas,Jatiuwung,Kota Tangerang_Cibodas_Jatiuwung,hospital
HOSP_21,106.6065299,-6.187754912,CR_LFM-DUM_H:3,3,157.5,3851646,Kota Tangerang,Cibodas,Uwung Jaya,Kota Tangerang_Cibodas_Uwung Jaya,hospital
HOSP_22,106.7006638,-6.243632237,CR_LFM-DUL_H:3,2,40.17,1009409,Kota Tangerang,Ciledug,Parung Serab,Kota Tangerang_Ciledug_Parung Serab,hospital
HOSP_23,106.7248888,-6.230547706,CR_LFM-DUM_H:3,3,130.5,7489406,Kota Tangerang,Ciledug,Sudimara Timur,Kota Tangerang_Ciledug_Sudimara Timur,hospital
HOSP_24,106.715281,-6.230335,CR_LFM-DUL_H:3,2,33.67,2113502,Kota Tangerang,Ciledug,Sudimara Timur,Kota Tangerang_Ciledug_Sudimara Timur,hospital
HOSP_25,106.6768525,-6.181804123,CR_LFM-DUM_H:2,3,23.5,1088506,Kota Tangerang,Cipondoh,Cipondoh,Kota Tangerang_Cipondoh_Cipondoh,hospital
HOSP_26,106.6768525,-6.181804123,CR_LFM-DUM_H:2,3,91.67,7775046,Kota Tangerang,Cipondoh Makmur,Cipondoh,Kota Tangerang_Cipondoh Makmur_Cipondoh,hospital
HOSP_27,106.5776613,-6.188648176,CR_LFM-DUL_H:3,2,37,1470998,Kota Tangerang,Jatiuwung,Keroncong,Kota Tangerang_Jatiuwung_Keroncong,hospital
HOSP_28,106.7160913,-6.210056682,CR_LFM-DUM_H:3,3,82.5,7646651,Kota Tangerang,Karang Tengah,Karang Tengah,Kota Tangerang_Karang Tengah_Karang Tengah,hospital
HOSP_29,106.7058054,-6.22190588,CR_LFM-DUM_H:4,3,137.33,8723875,Kota Tangerang,Karang Tengah,Karang Tengah,Kota Tangerang_Karang Tengah_Karang Tengah,hospital
HOSP_30,106.7167749,-6.227654267,CR_LFM-DUM_H:4,3,69.33,4963854,Kota Tangerang,Karang Tengah,Karang Timur,Kota Tangerang_Karang Tengah_Karang Timur,hospital
HOSP_31,106.7104551,-6.1982726,MCF_LWAL-DUM_H:2,2,124.33,6582050,Kota Tangerang,Karang Tengah,Parung Jaya,Kota Tangerang_Karang Tengah_Parung Jaya,hospital
HOSP_32,106.6272193,-6.176127972,CR_LFM-DUM_H:3,3,82,5135497,Kota Tangerang,Karawaci,Gerendeng,Kota Tangerang_Karawaci_Gerendeng,hospital
HOSP_33,106.6142887,-6.200125358,CR_LFM-DUM_H:3,3,34.83,1219913,Kota Tangerang,Karawaci,Karawaci Baru,Kota Tangerang_Karawaci_Karawaci Baru,hospital
HOSP_34,106.6246433,-6.1592831,CR_LFM-DUM_H:3,3,57.17,1731381,Kota Tangerang,Karawaci,Koangjaya,Kota Tangerang_Karawaci_Koangjaya,hospital
HOSP_35,106.6109067,-6.177766224,CR_LFM-DUM_H:2,3,17.67,1058064,Kota Tangerang,Karawaci,Margasari,Kota Tangerang_Karawaci_Margasari,hospital
HOSP_36,106.6136042,-6.160188,CR_LFM-DUH_H:3,4,173.83,20578748,Kota Tangerang,Karawaci,Nambojaya,Kota Tangerang_Karawaci_Nambojaya,hospital
HOSP_37,106.6148779,-6.204223794,CR_LFM-DUL_H:3,2,53.83,4243912,Kota Tangerang,Karawaci,Nusa Jaya,Kota Tangerang_Karawaci_Nusa Jaya,hospital
HOSP_38,106.6321985,-6.1667914,CR_LFM-DUM_H:2,3,143.5,16809732,Kota Tangerang,Karawaci,Pasar Baru,Kota Tangerang_Karawaci_Pasar Baru,hospital
HOSP_39,106.6268249,-6.181637806,CR_LFM-DUM_H:2,3,130,5962514,Kota Tangerang,Karawaci,Sukajadi,Kota Tangerang_Karawaci_Sukajadi,hospital
HOSP_40,106.6179073,-6.1751957,CR_LFM-DUM_H:3,3,23,1472688,Kota Tangerang,Karawaci,Sumur Pacing,Kota Tangerang_Karawaci_Sumur Pacing,hospital
HOSP_41,106.7321915,-6.232442519,CR_LFM-DUM_H:3,3,114.17,4939677,Kota Tangerang,Larangan,Kereo Selatan,Kota Tangerang_Larangan_Kereo Selatan,hospital
HOSP_42,106.6371417,-6.1513201,CR_LFM-DUM_H:1,3,182.67,28305078,Kota Tangerang,Neglasari,Karang Sari,Kota Tangerang_Neglasari_Karang Sari,hospital
HOSP_43,106.599257,-6.1689765,CR_LFM-DUM_H:3,3,46.33,6961031,Kota Tangerang,Periuk,Periuk,Kota Tangerang_Periuk_Periuk,hospital
HOSP_44,106.599257,-6.1689765,CR_LFM-DUM_H:3,3,105.17,7975512,Kota Tangerang,Periuk,Periuk,Kota Tangerang_Periuk_Periuk,hospital
HOSP_45,106.5925031,-6.183059111,CR_LFM-DUM_H:2,3,21.5,822756,Kota Tangerang,Periuk,Sangiang Jaya,Kota Tangerang_Periuk_Sangiang Jaya,hospital
HOSP_46,106.6746067,-6.227281159,CR_LFM-DUH_H:2,4,195.83,16506958,Kota Tangerang,Pinang,Cikokol,Kota Tangerang_Pinang_Cikokol,hospital
HOSP_47,106.674012,-6.218015,CR_LFM-DUM_H:2,3,84.17,2715095,Kota Tangerang,Pinang,Kunciran Indah,Kota Tangerang_Pinang_Kunciran Indah,hospital
HOSP_48,106.6886983,-6.2258307,CR_LFM-DUM_H:2,3,88.17,4936537,Kota Tangerang,Pinang,Sudimara Pinang,Kota Tangerang_Pinang_Sudimara Pinang,hospital
HOSP_49,106.6642576,-6.177582086,CR_LFM-DUH_H:2,4,204.67,24648130,Kota Tangerang,Tangerang,Buaran Indah,Kota Tangerang_Tangerang_Buaran Indah,hospital
HOSP_50,106.640923,-6.203934996,CR_LFM-DUH_H:6,4,231,3118959,Kota Tangerang,Tangerang,Kelapa Indah,Kota Tangerang_Tangerang_Kelapa Indah,hospital
HOSP_51,106.6412917,-6.199819733,CR_LFM-DUM_H:4,3,163,21876427,Kota Tangerang,Tangerang,Kelapa Indah,Kota Tangerang_Tangerang_Kelapa Indah,hospital
HOSP_52,106.631003,-6.172609034,CR_LFM-DUM_H:3,3,36.67,1650222,Kota Tangerang,Tangerang,Sukarasa,Kota Tangerang_Tangerang_Sukarasa,hospital
HOSP_53,106.7533806,-6.337608474,CR_LFM-DUM_H:2,3,18.5,501216,Kota Tangerang Selatan,Ciputat,Ciputat,Kota Tangerang Selatan_Ciputat_Ciputat,hospital
HOSP_54,106.7526728,-6.3428252,CR_LFM-DUM_H:3,3,134.67,9120112,Kota Tangerang Selatan,Ciputat,Ciputat,Kota Tangerang Selatan_Ciputat_Ciputat,hospital
HOSP_55,106.711752,-6.297078014,CR_LFM-DUM_H:3,3,61.5,2207191,Kota Tangerang Selatan,Ciputat,Jombang,Kota Tangerang Selatan_Ciputat_Jombang,hospital
HOSP_56,106.73137,-6.313083004,CR_LFM-DUM_H:3,3,56.5,2206210,Kota Tangerang Selatan,Ciputat,Sarua Indah,Kota Tangerang Selatan_Ciputat_Sarua Indah,hospital
HOSP_57,106.7399984,-6.298202843,CR_LFM-DUM_H:2,3,61.83,1011025,Kota Tangerang Selatan,Ciputat,Sawah,Kota Tangerang Selatan_Ciputat_Sawah,hospital
HOSP_58,106.729875,-6.290338767,CR_LFM-DUM_H:4,3,20,1192934,Kota Tangerang Selatan,Ciputat,Sawah,Kota Tangerang Selatan_Ciputat_Sawah,hospital
HOSP_59,106.772427,-6.283688008,CR_LFM-DUM_H:4,3,36.33,4771736,Kota Tangerang Selatan,Ciputat Timur,Cireundeu,Kota Tangerang Selatan_Ciputat Timur_Cireundeu,hospital
HOSP_60,106.7533806,-6.337608474,CR_LFM-DUM_H:2,3,88,4632192,Kota Tangerang Selatan,Ciputat Timur,Pisangan,Kota Tangerang Selatan_Ciputat Timur_Pisangan,hospital
HOSP_61,106.7375814,-6.2803625,CR_LFM-DUM_H:3,3,36.5,4708673,Kota Tangerang Selatan,Ciputat Timur,Pondok Ranji,Kota Tangerang Selatan_Ciputat Timur_Pondok Ranji,hospital
HOSP_62,106.7204554,-6.342597,CR_LFM-DUM_H:3,3,94.17,11300816,Kota Tangerang Selatan,Pamualng,Pondok Benda,Kota Tangerang Selatan_Pamualng_Pondok Benda,hospital
HOSP_63,106.7170061,-6.3318708,CR_LFM-DUM_H:3,3,36.17,3304900,Kota Tangerang Selatan,Pamulang,Benda Baru,Kota Tangerang Selatan_Pamulang_Benda Baru,hospital
HOSP_64,106.732131,-6.347554883,CR_LFM-DUM_H:3,3,21.5,935849,Kota Tangerang Selatan,Pamulang,Pamulang Barat,Kota Tangerang Selatan_Pamulang_Pamulang Barat,hospital
HOSP_65,106.7390735,-6.33818453,CR_LFM-DUM_H:3,3,105,5378678,Kota Tangerang Selatan,Pamulang,Pamulang Barat,Kota Tangerang Selatan_Pamulang_Pamulang Barat,hospital
HOSP_66,106.7235961,-6.342405041,CR_LFM-DUM_H:3,3,36.17,621937,Kota Tangerang Selatan,Pamulang,Pendok Benda,Kota Tangerang Selatan_Pamulang_Pendok Benda,hospital
HOSP_67,106.7142072,-6.271972287,CR_LFM-DUM_H:3,3,95.83,33353103,Kota Tangerang Selatan,Pondok Aren,Perigi,Kota Tangerang Selatan_Pondok Aren_Perigi,hospital
HOSP_68,106.7431716,-6.2682325,CR_LFM-DUM_H:3,3,37,1526395,Kota Tangerang Selatan,Pondok Aren,Pondok Betung,Kota Tangerang Selatan_Pondok Aren_Pondok Betung,hospital
HOSP_69,106.7097786,-6.260990098,CR_LFM-DUH_H:3,4,236.17,18276520,Kota Tangerang Selatan,Pondok Aren,Pondok Jaya,Kota Tangerang Selatan_Pondok Aren_Pondok Jaya,hospital
HOSP_70,106.7097786,-6.260990098,CR_LFM-DUM_H:3,3,23.67,11446981,Kota Tangerang Selatan,Pondok Aren,Pondok Jaya,Kota Tangerang Selatan_Pondok Aren_Pondok Jaya,hospital
HOSP_71,106.7205649,-6.278681969,CR_LFM-DUM_H:7,3,59.83,2769225,Kota Tangerang Selatan,Pondok Aren,Pondok Karya,Kota Tangerang Selatan_Pondok Aren_Pondok Karya,hospital
HOSP_72,106.6724196,-6.353101024,CR_LFM-DUM_H:1,3,72.5,4578870,Kota Tangerang Selatan,Serpong,Buaran,Kota Tangerang Selatan_Serpong_Buaran,hospital
HOSP_73,106.6580358,-6.300603401,CR_LFM-DUH_H:2,4,211.83,14179168,Kota Tangerang Selatan,Serpong,Lengkong Gudang,Kota Tangerang Selatan_Serpong_Lengkong Gudang,hospital
HOSP_74,106.6656498,-6.293583,CR_LFM-DUM_H:3,3,19.83,4816581,Kota Tangerang Selatan,Serpong,Lengkong Gudang,Kota Tangerang Selatan_Serpong_Lengkong Gudang,hospital
HOSP_75,106.6870574,-6.294891701,CR_LFM-DUM_H:3,3,25.67,1324314,Kota Tangerang Selatan,Serpong,Lengkong Gudang Timur,Kota Tangerang Selatan_Serpong_Lengkong Gudang Timur,hospital
HOSP_76,106.6715582,-6.284368888,CR_LFM-DUH_H:3,4,98.17,21655974,Kota Tangerang Selatan,Serpong,Lengkong Wetan,Kota Tangerang Selatan_Serpong_Lengkong Wetan,hospital
HOSP_77,106.6695521,-6.305121421,CR_LFM-DUM_H:3,3,21.33,817151,Kota Tangerang Selatan,Serpong,Rawa Buntu,Kota Tangerang Selatan_Serpong_Rawa Buntu,hospital
HOSP_78,106.6632263,-6.278412706,CR_LFM-DUM_H:9,3,76.5,6562566,Kota Tangerang Selatan,Serpong,Serpong,Kota Tangerang Selatan_Serpong_Serpong,hospital
HOSP_79,106.715108,-6.328109999,CR_LFM-DUM_H:2,3,62,4510946,Kota Tangerang Selatan,Serpong Utara,Paku Jaya,Kota Tangerang Selatan_Serpong Utara_Paku Jaya,hospital
HOSP_80,106.6557252,-6.242819318,CR_LFM-DUH_H:3,4,105,23969110,Kota Tangerang Selatan,Serpong Utara,Pakulonan,Kota Tangerang Selatan_Serpong Utara_Pakulonan,hospital
HOSP_81,106.6474399,-6.241046316,CR_LFM-DUM_H:4,3,43.17,5726083,Kota Tangerang Selatan,Serpong Utara,Pakulonan,Kota Tangerang Selatan_Serpong Utara_Pakulonan,hospital
HOSP_82,106.6498662,-6.246848119,CR_LFM-DUM_H:4,3,72.33,1491168,Kota Tangerang Selatan,Serpong Utara,Pondok Jagung Timur,Kota Tangerang Selatan_Serpong Utara_Pondok Jagung Timur,hospital
HOSP_83,106.2617502,-6.352304422,CR_LFM-DUM_H:3,3,87.17,5054905,Lebak,Rangkasbitung,Cijoro Pasir,Lebak_Rangkasbitung_Cijoro Pasir,hospital
HOSP_84,106.2457722,-6.3543928,CR_LFM-DUM_H:2,4,199.83,13300228,Lebak,Rangkasbitung,Muara Ciujung Barat,Lebak_Rangkasbitung_Muara Ciujung Barat,hospital
HOSP_85,106.2465825,-6.354006392,CR_LFM-DUM_H:2,3,126.5,5015541,Lebak,Rangkasbitung,Muara Ciujung Barat,Lebak_Rangkasbitung_Muara Ciujung Barat,hospital
HOSP_86,106.090719,-6.340037,CR_LFM-DUL_H:1,2,35.5,4177109,Pandeglang,Kaduhejo,Ciputri,Pandeglang_Kaduhejo_Ciputri,hospital
HOSP_87,106.0533182,-6.335119408,CR_LFM-DUM_H:1,4,121.5,9033481,Pandeglang,Kaduhejo,Palurahan,Pandeglang_Kaduhejo_Palurahan,hospital
HOSP_88,106.08247,-6.310224,CR_LFM-DUM_H:1,3,27.33,1442709,Pandeglang,Majasari,Saruni,Pandeglang_Majasari_Saruni,hospital
HOSP_89,105.9176291,-6.386250071,CR_LFM-DUL_H:1,2,38.67,802005,Pandeglang,Menes,Menes,Pandeglang_Menes_Menes,hospital
HOSP_90,105.6666476,-6.498999963,CR_LFM-DUL_H:1,2,31.5,2512319,Pandeglang,Panimbang,Panimbangjaya,Pandeglang_Panimbang_Panimbangjaya,hospital
HOSP_91,106.1291713,-6.227085265,CR_LFM-DUL_H:1,2,26.5,1385375,Serang,Baros,Baros,Serang_Baros_Baros,hospital
HOSP_92,106.074934,-5.991407,CR_LFM-DUL_H:2,2,21.83,1525236,Serang,Bojonegara,Kertasana,Serang_Bojonegara_Kertasana,hospital
HOSP_93,106.2284959,-6.1173753,CR_LFM-DUM_H:1,3,138.33,9421480,Serang,Ciruas,Ranjeng,Serang_Ciruas_Ranjeng,hospital
HOSP_94,106.0940142,-6.042335716,CR_LFM-DUM_H:2,3,54.5,4618707,Serang,Kramatwatu,Pejaten,Serang_Kramatwatu_Pejaten,hospital
HOSP_95,106.070091,-6.052963005,CR_LFM-DUL_H:2,2,33.5,2607908,Serang,Kramatwatu,Serdang,Serang_Kramatwatu_Serdang,hospital
HOSP_96,106.1526674,-6.118685827,CR_LFM-DUM_H:3,4,236,39026153,Serang,Serang,Kotabaru,Serang_Serang_Kotabaru,hospital
HOSP_97,106.4349701,-6.226966191,CR_LFM-DUL_H:2,2,28.83,2361780,Tangerang,Balaraja,Cangkudu,Tangerang_Balaraja_Cangkudu,hospital
HOSP_98,106.4548343,-6.201037034,CR_LFM-DUM_H:2,3,25.5,1414240,Tangerang,Balaraja,Talagasari,Tangerang_Balaraja_Talagasari,hospital
HOSP_99,106.4498941,-6.1873246,CR_LFM-DUM_H:2,4,117,61872983,Tangerang,Balaraja,Tobat,Tangerang_Balaraja_Tobat,hospital
HOSP_100,106.5003909,-6.220326028,CR_LFM-DUM_H:3,3,27.83,962721,Tangerang,Cikupa,Bojong,Tangerang_Cikupa_Bojong,hospital
HOSP_101,106.5280328,-6.224298451,CR_LFM-DUM_H:3,3,19.83,238183,Tangerang,Cikupa,Pasir Gadung,Tangerang_Cikupa_Pasir Gadung,hospital
HOSP_102,106.5386653,-6.22126949,CR_LFM-DUM_H:2,3,38.33,2298139,Tangerang,Cikupa,Suka Damai,Tangerang_Cikupa_Suka Damai,hospital
HOSP_103,106.5175075,-6.229332918,CR_LFM-DUM_H:3,3,105.83,9515497,Tangerang,Cikupa,Suka Mulya,Tangerang_Cikupa_Suka Mulya,hospital
HOSP_104,106.6458732,-6.3454056,CR_LFM-DUM_H:1,3,31.67,1357475,Tangerang,Cisauk,Suradita,Tangerang_Cisauk_Suradita,hospital
HOSP_105,106.5574275,-6.223666395,CR_LFM-DUM_H:3,3,78,6287685,Tangerang,Curug,Bitung,Tangerang_Curug_Bitung,hospital
HOSP_106,106.5596903,-6.257187554,CR_LFM-DUM_H:3,3,55.17,2376831,Tangerang,Curug,Suka Bakti,Tangerang_Curug_Suka Bakti,hospital
HOSP_107,106.5991341,-6.224126763,CR_LFM-DUM_H:5,4,400,38603564,Tangerang,Kelapa Dua,Bencongan,Tangerang_Kelapa Dua_Bencongan,hospital
HOSP_108,106.6044126,-6.263011529,CR_LFM-DUM_H:1,3,81.17,2270568,Tangerang,Kelapa Dua,Bojong Nangka,Tangerang_Kelapa Dua_Bojong Nangka,hospital
HOSP_109,106.627379,-6.258624,CR_LFM-DUM_H:2,4,165,21213594,Tangerang,Kelapa Dua,Curug Sangereng,Tangerang_Kelapa Dua_Curug Sangereng,hospital
HOSP_110,106.623198,-6.235062,CR_LFM-DUM_H:2,3,66.67,3465771,Tangerang,Kelapa Dua,Karawaci,Tangerang_Kelapa Dua_Karawaci,hospital
HOSP_111,106.6107448,-6.237827023,CR_LFM-DUM_H:2,3,60.5,9334865,Tangerang,Kelapa Dua,Kelapa Dua,Tangerang_Kelapa Dua_Kelapa Dua,hospital
HOSP_112,106.7012297,-6.0762596,CR_LFM-DUM_H:2,3,50.5,3379149,Tangerang,Kosambi,Kosambi Timur,Tangerang_Kosambi_Kosambi Timur,hospital
HOSP_113,106.6449876,-6.259500392,CR_LFM-DUM_H:3,3,41.67,5527462,Tangerang,Pagedangan,Cihuni,Tangerang_Pagedangan_Cihuni,hospital
HOSP_114,106.6080436,-6.253842922,CR_LFM-DUM_H:2,3,49,3787510,Tangerang,Pagedangan,Medang,Tangerang_Pagedangan_Medang,hospital
HOSP_115,106.6136673,-6.2624334,CR_LFM-DUM_H:2,3,129,15981791,Tangerang,Pagedangan,Medang,Tangerang_Pagedangan_Medang,hospital
HOSP_116,106.5893987,-6.0869776,CR_LFM-DUM_H:1,3,82.67,2861524,Tangerang,Pakuhaji,Pakuhaji,Tangerang_Pakuhaji_Pakuhaji,hospital
HOSP_117,106.5202222,-6.251372649,CR_LFM-DUM_H:3,4,161.83,8564401,Tangerang,Panongan,Mekar Bakti,Tangerang_Panongan_Mekar Bakti,hospital
HOSP_118,106.579598,-6.159644013,CR_LFM-DUM_H:3,3,28.83,1271518,Tangerang,Pasar Kemis,Kuta Baru,Tangerang_Pasar Kemis_Kuta Baru,hospital
HOSP_119,106.5587199,-6.1724079,CR_LFM-DUM_H:3,3,39.83,4710975,Tangerang,Pasar Kemis,Kutajaya,Tangerang_Pasar Kemis_Kutajaya,hospital
HOSP_120,106.7422209,-6.260155815,CR_LFM-DUM_H:3,3,57.17,2497625,Tangerang,Sepatan,Sepatan,Tangerang_Sepatan_Sepatan,hospital
HOSP_121,106.7292325,-6.316309492,CR_LFM-DUM_H:3,4,335.5,22434122,Tangerang,Tangerang,Sukaasih,Tangerang_Tangerang_Sukaasih,hospital
HOSP_122,106.643179,-6.0890715,CR_LFM-DUM_H:1,3,69.17,2065406,Tangerang,Teluknaga,Melayu Barat,Tangerang_Teluknaga_Melayu Barat,hospital
HOSP_123,106.4855907,-6.258671163,CR_LFM-DUM_H:1,3,37.67,2091355,Tangerang,Tigaraksa,Matagara,Tangerang_Tigaraksa_Matagara,hospital
HOSP_124,110.319345,-7.968061,CR_LFM-DUL_H:1,2,38.67,1111523,Bantul,Bambanglipuro,Sidomulyo,Bantul_Bambanglipuro_Sidomulyo,hospital
HOSP_125,110.28333,-7.95,CR_LFM-DUL_H:1,2,96.33,4456439,Bantul,Bambanglipuro,Sumbermulyo,Bantul_Bambanglipuro_Sumbermulyo,hospital
HOSP_126,110.3993135,-7.7995355,CR_LFM-DUM_H:3,4,113.67,9011731,Bantul,Banguntapan,Banguntapan,Bantul_Banguntapan_Banguntapan,hospital
HOSP_127,110.4115158,-7.838058392,CR_LFM-DUL_H:2,2,61.83,4333803,Bantul,Banguntapan,Potorono,Bantul_Banguntapan_Potorono,hospital
HOSP_128,110.4172772,-7.792326686,CR_LFM-DUM_H:1,3,15.5,814964,Bantul,Banguntapan,Tamanan,Bantul_Banguntapan_Tamanan,hospital
HOSP_129,110.3257377,-7.877747075,CR_LFM-DUM_H:3,3,22.33,643695,Bantul,Bantul,Babadan,Bantul_Bantul_Babadan,hospital
HOSP_130,110.3683475,-7.81524721,CR_LFM-DUL_H:3,2,50.67,3218475,Bantul,Bantul,Bangunharjo,Bantul_Bantul_Bangunharjo,hospital
HOSP_131,110.3303683,-7.886839182,CR_LFM-DUM_H:3,3,98.83,8013360,Bantul,Bantul,Nyangkringan,Bantul_Bantul_Nyangkringan,hospital
HOSP_132,110.3204811,-7.905612592,CR_LFM-DUM_H:2,3,34.5,1559242,Bantul,Bantul,Palbapang,Bantul_Bantul_Palbapang,hospital
HOSP_133,110.35261,-7.900294,CR_LFM-DUM_H:2,4,266.67,13210646,Bantul,Bantul,Trirenggo,Bantul_Bantul_Trirenggo,hospital
HOSP_134,110.3683046,-7.815661192,CR_LFM-DUM_H:3,3,60.33,2574780,Bantul,Jetis,Patalan,Bantul_Jetis_Patalan,hospital
HOSP_135,110.3883246,-7.859499887,CR_LFM-DUL_H:2,2,45.17,1518523,Bantul,Jetis,Trimulyo,Bantul_Jetis_Trimulyo,hospital
HOSP_136,110.344999,-7.79832268,CR_LFM-DUM_H:3,3,13.67,399735,Bantul,Kasihan,Ngestiharjo,Bantul_Kasihan_Ngestiharjo,hospital
HOSP_137,110.293272,-7.904701,CR_LFM-DUM_H:1,3,95.33,14549807,Bantul,Pandak,Wijirejo,Bantul_Pandak_Wijirejo,hospital
HOSP_138,110.4113949,-7.842445983,CR_LFM-DUL_H:2,2,20.33,582602,Bantul,Pleret,Kauman,Bantul_Pleret_Kauman,hospital
HOSP_139,110.359591,-7.848075,CR_LFM-DUM_H:3,3,26.67,782089,Bantul,Sewon,Panggungharjo,Bantul_Sewon_Panggungharjo,hospital
HOSP_140,110.657757,-7.954342,CR_LFM-DUM_H:1,3,67.5,7220171,Gunung Kidul,Karangmojo,Kelor,Gunung Kidul_Karangmojo_Kelor,hospital
HOSP_141,110.5636415,-7.925224008,CR_LFM-DUL_H:1,2,47,279648,Gunung Kidul,Playen,Bandung,Gunung Kidul_Playen_Bandung,hospital
HOSP_142,110.503544,-8.0445396,CR_LFM-DUL_H:1,2,22.17,2846187,Gunung Kidul,Saptosari,Jetis,Gunung Kidul_Saptosari_Jetis,hospital
HOSP_143,110.6372934,-7.991073887,CR_LFM-DUL_H:1,2,28.17,1802421,Gunung Kidul,Semanu,Sambirejo,Gunung Kidul_Semanu_Sambirejo,hospital
HOSP_144,110.5897037,-7.941296488,CR_LFM-DUL_H:1,2,37.67,1310852,Gunung Kidul,Wonosari,Piyaman,Gunung Kidul_Wonosari_Piyaman,hospital
HOSP_145,110.6048249,-7.952825978,CR_LFM-DUM_H:1,3,124.83,10923763,Gunung Kidul,Wonosari,Purbosari,Gunung Kidul_Wonosari_Purbosari,hospital
HOSP_146,110.6191203,-7.962946771,CR_LFM-DUM_H:2,3,10,595345,Gunung Kidul,Wonosari,Selang,Gunung Kidul_Wonosari_Selang,hospital
HOSP_147,110.6191203,-7.962946771,CR_LFM-DUL_H:2,2,21.83,1741384,Gunung Kidul,Wonosari,Selang,Gunung Kidul_Wonosari_Selang,hospital
HOSP_148,110.3730552,-7.793618022,CR_LFM-DUL_H:3,2,43.83,1960129,Kota Yogyakarta,Danurejan,Bausasran,Kota Yogyakarta_Danurejan_Bausasran,hospital
HOSP_149,110.3920961,-7.784291165,CR_LFM-DUM_H:8,3,81.5,48786238,Kota Yogyakarta,Gondokusuman,Demangan,Kota Yogyakarta_Gondokusuman_Demangan,hospital
HOSP_150,110.36472,-7.80139,CR_LFM-DUH_H:3,4,233.33,22097742,Kota Yogyakarta,Gondokusuman,Kotabaru,Kota Yogyakarta_Gondokusuman_Kotabaru,hospital
HOSP_151,110.3758113,-7.786144651,CR_LFM-DUM_H:3,3,73.17,11024416,Kota Yogyakarta,Gondokusuman,Kotabaru,Kota Yogyakarta_Gondokusuman_Kotabaru,hospital
